tower,what_type_of_work_is_here,income_confidence,income_assessment,land_use,comment,area_size_sqkm,cdr_users,mfs_users,user_ratio,cdr_density,mfs_density,building_count,building_density,residential,income_cleaned,income_adjusted,voronoi
1510,Office services,High,Poor,Military / Informal Residential,Housing crammed between road and rail line ,1.3103640261,427,289,1.4775086505,0.0030687682,0.0045341316,891,679.9637217082,True,poor,poor,0103000020E6100000010000000700000098DD2A90A49243401CAEC8EA03911BC0387C172F7D9243406FA25939BF901BC07476B076A792434089B132C6E6871BC09E5CE6AF02934340294EF608BA851BC0345FEB0FC4934340A5BFB31689851BC00E6F9CA46F944340BB87F4CC0E8C1BC098DD2A90A49243401CAEC8EA03911BC0
2040,Unskilled manual labour,High,Poor,Informal Residential,,1.6895547444,1386,1006,1.3777335984,0.001219015,0.0016794779,3448,2040.7743586767,True,poor,poor,0103000020E61000000100000007000000A50203AF4EA54340A56EF47D9EAA1BC00601585B41A44340392671BD05A41BC010F6F4D2F3A3434063779C5AE99C1BC04D7497960DA44340F9F2E7377D9C1BC0E06D8C0DA7A5434076FF4A44C29B1BC007096FFFEEA5434060456FC4F99E1BC0A50203AF4EA54340A56EF47D9EAA1BC0
1730,Skilled manual labour,High,Wealthy,Formal Residential,,0.3348783401,250,189,1.3227513228,0.0013395134,0.0017718431,874,2609.9030461068,True,wealthy,wealthy,0103000020E610000001000000060000003192C8208B9C434053ADDE35F21E1BC0616D139D879C4340F35F6BDC8E1E1BC0E29AE5B4EE9C43406F79EAA56C191BC0D05BE79F4E9D4340643AE75CC1181BC071AE7E526D9D4340DCFA9C5B851E1BC03192C8208B9C434053ADDE35F21E1BC0
1983,Commercial,High,Wealthy,Formal Residential,,0.2202913526,208,114,1.8245614035,0.001059093,0.0019323803,238,1080.3873922749,True,wealthy,wealthy,0103000020E61000000100000007000000D4C77D70B4A343407AA779A063441BC01AF508A24AA3434071D6771F7A431BC0BE16498A3DA34340C4E138B1F5401BC0AEA51AA269A3434096A3D6F8963E1BC01558F615A1A343409B69300E2F3E1BC0403A43E8CCA34340D2F21AAF73431BC0D4C77D70B4A343407AA779A063441BC0
1994,Office services,High,Wealthy,Industrial,Not enough homes,0.2058114998,41,28,1.4642857143,0.0050197927,0.0073504107,131,636.5047634879,,wealthy,wealthy,0103000020E6100000010000000800000047ACC5A700A44340C2FA3F87F9521BC0083D9B559FA3434018265305A3521BC061D385C674A34340A59D5DE2064F1BC0D864B19F86A34340863838FC994D1BC008CE073098A34340E17124D36D4D1BC0F2CC38A203A44340BD6B8FAFCE4F1BC0DA4FC24214A4434022DE5AAF5C521BC047ACC5A700A44340C2FA3F87F9521BC0
1962,Skilled manual labour,High,Wealthy,Administrative / Formal Residential / Hospital,,0.4192205248,423,277,1.5270758123,0.0009910651,0.0015134315,231,551.0226392977,True,wealthy,wealthy,0103000020E61000000100000007000000260C6F06A7A243402702510AC2381BC0CFAC6B17B9A24340499A8DB451321BC03257526AD8A24340318A5BC7D1311BC07E47B95ACDA343404DB523323F371BC0D6307003C3A343402195E229BC371BC0E7374C3448A34340CB6CAC3239381BC0260C6F06A7A243402702510AC2381BC0
1786,Commercial,High,Wealthy,Formal Residential,,0.4363559578,554,415,1.334939759,0.0007876461,0.0010514601,1338,3066.3039565713,True,wealthy,wealthy,0103000020E6100000010000000700000014995196F79E434067265B101F211BC0999085522F9E434093BB6DFEA41C1BC09D8FD531349E4340B79B766D081A1BC09ABB1524029F4340DE01A550C9191BC04DCB633B219F434065AC474F631F1BC072EC96111D9F4340782E41A7E3201BC014995196F79E434067265B101F211BC0
1625,Unskilled manual labour,Medium,Average / Wealthy,Informal Peri-Urban ,,1.0572220208,319,247,1.2914979757,0.0033141756,0.0042802511,796,752.9165911826,,wealthy,wealthy,0103000020E61000000100000007000000D6C5B08E359A43404C618511E2141BC09BD941A162994340BF8E7D2DFD121BC0D0D9DEC16A9943400D761F253E0F1BC070F3A1DCFD994340F39F93B3BA081BC0AAAEE952979A43401FDC15D80D0A1BC0C8255BEFB49A4340B51AE59092111BC0D6C5B08E359A43404C618511E2141BC0
2072,Unskilled manual labour,High,Average,Informal Peri-Urban ,,5.720670565,397,266,1.492481203,0.0144097495,0.0215062803,889,155.4013624628,,average,average,0103000020E6100000010000000900000024276F7486A643409E45FB99F9B31BC04785F1977EA54340D954D79B7CB11BC07DBDAD7C51A54340267CFC454AAE1BC0A50203AF4EA54340A56EF47D9EAA1BC007096FFFEEA5434060456FC4F99E1BC0D575F9B288A84340A8C8A155839D1BC0623F804688A8434063A6BB2A8CB01BC03139C12F2CA84340F4D2E2C90AB21BC024276F7486A643409E45FB99F9B31BC0
1696,Skilled manual labour,High,Average,Industrial / Formal Residential / Informal Residential,Good presentation picture,0.7131407891,742,547,1.3564899452,0.0009611062,0.0013037309,1536,2153.8523998358,True,average,average,0103000020E61000000100000007000000477F93BDAE9C43405AA6029CCF4C1BC09D31D90AE99B4340EB3B9D0435491BC01CB8A67CFD9B43403A9273C49E441BC00E079A9B3D9C4340114F91052C421BC07077E595EE9C43403C7D3A24A9441BC0961B09B7099D434018FB5F440E471BC0477F93BDAE9C43405AA6029CCF4C1BC0
1636,Commercial,High,Average,Formal Peri-Urban,,2.6027233004,956,687,1.3915574964,0.0027225139,0.0037885346,1127,433.0079958273,,average,average,0103000020E61000000100000008000000F09E40AF9B9B43403908F08144011BC0F69787DED499434039CE4A5F68001BC00A05F1231399434036C626F2B5F41AC05CB60991079B4340186D2AD03CF31AC08DF9228B219B4340E03E3F83C2F31AC03612BA429B9B43402B3422E056F91AC00E2DEBDDEC9B4340D909D81E98001BC0F09E40AF9B9B43403908F08144011BC0
2086,Unskilled manual labour,High,Average,Formal Residential,,2.7264092648,232,146,1.5890410959,0.0117517641,0.0186740361,396,145.2459853009,True,average,average,0103000020E61000000100000005000000DECAC4AB8FA94340A7716311686C1BC09BA17B0D93A94340BCB9A12ADC591BC09435718595AA434044F694CB54561BC05C3CF92EDAAB4340021472B2DC611BC0DECAC4AB8FA94340A7716311686C1BC0
1520,Unskilled manual labour,High,Average,Informal Peri-Urban ,*,8.2682586498,830,592,1.402027027,0.0099617574,0.0139666531,1229,148.6407298141,,average,average,0103000020E61000000100000007000000AD93AE2B73964340DDAAE5E79A021BC05C574F3028924340DB32F6DE8EFC1AC00816C800C4924340A83382DE5EEE1AC02C25A5CA40954340DD62BD95F3E51AC0DE6CE4BF0C9643406F233C7F89EA1AC08B3D13EADB964340115CCBB038F81AC0AD93AE2B73964340DDAAE5E79A021BC0
1391,Unskilled manual labour,High,Average,Informal Peri-Urban ,,28.1369853539,416,276,1.5072463768,0.067636984,0.1019455991,2217,78.7930893134,,average,average,0103000020E6100000010000000900000025AA51B3C4844340A3F53C259B161BC09800D551F88243406A9E56F796121BC0E4602DD1A38243403CC8F9FFD9101BC0D47F9041B18143403B1AB82024011BC099A1F01B07804340EBCC3F4B89CA1AC0517D19B41D80434055C441A25DC71AC0B0AD5753C4874340807BAE1181FB1AC085617A0C75874340F1A9E52AEE101BC025AA51B3C4844340A3F53C259B161BC0
1577,Unskilled manual labour,High,Average,Informal Peri-Urban ,,3.5787445174,446,310,1.4387096774,0.0080240908,0.0115443372,770,215.1592538284,,average,average,0103000020E610000001000000060000008B3D13EADB964340115CCBB038F81AC0DE6CE4BF0C9643406F233C7F89EA1AC0E7FDF4453E974340E48EE438E4E31AC0C0460B362599434077675B3909EE1AC0FA3F1AD3F8984340FDC1A97841F41AC08B3D13EADB964340115CCBB038F81AC0
1407,Unskilled manual labour,High,Poor,Peri-Urban,Miles out from the city,53.6793138065,808,531,1.5216572505,0.0664347943,0.1010909865,9,0.1676623519,,poor,poor,0103000020E610000001000000090000001542CF1C93874340F87B987174C41BC018A24A44368243402DFC63919E761BC0AC027EAF6A8343408E4635367B711BC05806DFA68A8443404F7B4501E56F1BC0AC65FF4BE38943409621A515EA711BC0B0F66D15C48B434072FC7D3EAF7D1BC04CB525A8ED8C4340BC51D447F5AD1BC07A649ECCB1884340F5DDFFAAF7C21BC01542CF1C93874340F87B987174C41BC0
1928,Unskilled manual labour,High,Poor,Informal Residential,,0.9831358203,1268,882,1.4376417234,0.0007753437,0.0011146665,1309,1331.4538774164,True,poor,poor,0103000020E61000000100000006000000CFA3A3F47CA24340910BDACBCAC31BC0C16FA8F6C5A1434078E071E8FBBC1BC0E57361E606A243409C76F67983B71BC09B22845C67A24340D3D8945070B71BC0AC4E9A794FA343401E966FDD50BC1BC0CFA3A3F47CA24340910BDACBCAC31BC0
1717,Commercial,Medium,Poor / Average,Formal Residential / Informal Residential,,0.6740746104,1586,1150,1.3791304348,0.0004250155,0.0005861518,2234,3314.1731874466,True,poor,average,0103000020E610000001000000070000007077E595EE9C43403C7D3A24A9441BC00E079A9B3D9C4340114F91052C421BC00A55F7AD1F9C43407544A044F93F1BC0E48745071F9D4340D764DA4B67391BC0E6A31C05219D4340D92B50CB67391BC055675FD4439D43404D201C43A4411BC07077E595EE9C43403C7D3A24A9441BC0
1765,Unskilled manual labour,High,Poor,Informal Residential,,0.4028715531,362,218,1.6605504587,0.0011129048,0.0018480346,1346,3341.0152430321,True,poor,poor,0103000020E61000000100000006000000D6A83737079E4340AFAA4736A27F1BC017703949A09D43408C9595FB127B1BC0BF78B9D4E59D434010942E1335761BC092057963F79D4340F85346497D761BC06A390CBB899E43400C9B1011D57C1BC0D6A83737079E4340AFAA4736A27F1BC0
2011,Unskilled manual labour,High,Poor,Informal Residential,,0.6155615986,353,258,1.3682170543,0.0017438006,0.0023858977,1846,2998.8875269548,True,poor,poor,0103000020E6100000010000000700000010F6F4D2F3A3434063779C5AE99C1BC0E47E2A1F81A343407605DCE22B9C1BC0E24010996FA34340A9EE712A439A1BC00DB64BFD01A443405FC4A7D32E911BC05335135476A44340B0F7C5F86D931BC04D7497960DA44340F9F2E7377D9C1BC010F6F4D2F3A3434063779C5AE99C1BC0
1652,Unskilled manual labour,High,Poor,Informal Residential,,0.4346814599,571,413,1.382566586,0.0007612635,0.0010524975,1019,2344.2453706711,True,poor,poor,0103000020E6100000010000000900000086A57C560B9B4340D6FDC6CC41351BC05DE6AAF5E39A4340FA2384A4A5341BC0EEB90228999A43401C20993BB62E1BC07DD085A49B9A434065A847BA7A2E1BC07194449BD19A4340625880AD7D2D1BC0A4C54362D49A4340AEED478C7B2D1BC00A8835D8979B434056E72A5710301BC0425355FBAB9B4340D780D3C74E311BC086A57C560B9B4340D6FDC6CC41351BC0
1873,Skilled manual labour,Medium,Poor / Average,Formal Residential / Informal Residential,,0.2874445577,818,623,1.3130016051,0.0003513992,0.0004613877,882,3068.4178093081,True,poor,average,0103000020E61000000100000007000000B5F6DC884BA143402027861D682F1BC0DA05AB9FDDA043404E1BD1584A2E1BC083738229B1A04340569C24D9DC2B1BC0095593AFE0A043404FC20DF55B291BC03D0AD7A370A143404B059C8F152B1BC03D0AD7A370A14340E0FC51A04E2E1BC0B5F6DC884BA143402027861D682F1BC0
1763,Unskilled manual labour,High,Poor,Informal Residential,,0.2771346338,181,81,2.2345679012,0.0015311306,0.0034214152,539,1944.9030699235,True,poor,poor,0103000020E61000000100000005000000C27004A9149E4340FBF6CD596A8F1BC0A87004A9149E4340CE99FC79AA831BC0D6ED632C7A9E434001761A53D6841BC0B31CA831399E434092DE4B21D98E1BC0C27004A9149E4340FBF6CD596A8F1BC0
1856,Unskilled manual labour,High,Poor,Informal Residential,,0.4295663554,1173,844,1.3898104265,0.0003662117,0.0005089649,1245,2898.2716738048,True,poor,poor,0103000020E61000000100000006000000E7A682658FA04340FA278B90BB491BC01E11DC486EA043400B28198DA0411BC0F81DCB742DA1434055A0BEC083421BC032521E5F25A143408BFCBD4C91471BC0672CB1DA06A1434016F5F9F2A8481BC0E7A682658FA04340FA278B90BB491BC0
1410,Unskilled manual labour,High,Poor,Informal Peri-Urban ,,53.8960855021,869,613,1.4176182708,0.0620208119,0.0879218361,1715,31.8204927876,,poor,poor,0103000020E610000001000000080000006BBD65331F8B434083FFBDAFF5C41AC0C3E72456118043402CA2184A52B61AC0B582ABC6A37F43407C5D4BC304B01AC04543D4E9C888434076341DAC7F801AC057547CB4398C43406C08C203548D1AC08BF37A7F3F8E4340CD42DB0B7E9D1AC0F2D0E6126C8E4340FF5CFC3F5AA11AC06BBD65331F8B434083FFBDAFF5C41AC0
1881,Unskilled manual labour,High,Poor,Informal Residential,,0.8461699364,1984,1422,1.3952180028,0.0004264969,0.0005950562,2540,3001.7611010224,True,poor,poor,0103000020E6100000010000000700000076FD92B9F7A043407A24EA211BBE1BC0FDF16881AEA04340767E6DD431B91BC030CC42CC3FA143408BC2802E0AB41BC0826A7319E6A143401F08876DB5B51BC0E57361E606A243409C76F67983B71BC0C16FA8F6C5A1434078E071E8FBBC1BC076FD92B9F7A043407A24EA211BBE1BC0
1518,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,3.5843041419,1438,1016,1.4153543307,0.002492562,0.0035278584,2877,802.6662599275,True,poor,poor,0103000020E61000000100000008000000DE00DE707294434069E39E6473791BC0AE583099619343409EEB6695E5761BC0BA48322F3A924340ADF90B5F816D1BC0DFDDF363C09443405919C27072661BC0F080CBCF649543402D3A99FCE26D1BC01FFFC9EB87954340A5D606851D751BC020917D6B36954340FFB7902A64771BC0DE00DE707294434069E39E6473791BC0
1758,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,0.260561004,835,607,1.3756177924,0.0003120491,0.0004292603,1269,4870.2606311117,True,poor,poor,0103000020E6100000010000000500000054339D163D9E434072056ECA65441BC0CBDE3B28919D43406309D6C319411BC0B918304EF99D4340250CA3D05A3D1BC022CCB1635D9E4340C58F68E137411BC054339D163D9E434072056ECA65441BC0
1853,Commercial,Medium,Poor / Average,Informal Residential / Formal Residential,,0.32989586,1999,1460,1.3691780822,0.0001650304,0.0002259561,939,2846.3527850593,True,poor,poor,0103000020E61000000100000006000000845723D0D0A0434096663AA788731BC05AEECC1755A043408667D5F5E1701BC0D978F1A161A04340DC59E71B2A6F1BC0C79347CD13A1434032276753066D1BC0581EE0C13FA14340A5189805F3701BC0845723D0D0A0434096663AA788731BC0
2018,Skilled manual labour,High,Very Wealthy,Formal Residential,,0.6345988378,125,78,1.6025641026,0.0050767907,0.0081358825,670,1055.7851041113,True,wealthy,wealthy,0103000020E610000001000000060000006EF492291BA443404FE14C45D6021BC00B6B59C092A34340ECA193B05B011BC060415B9170A34340008DD2D1F3FD1AC005F8BA9017A44340733572CA77F91AC0731436EBB6A443400DAF9FBEB4FA1AC06EF492291BA443404FE14C45D6021BC0
1733,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,0.2465342132,483,326,1.481595092,0.0005104228,0.0007562399,1388,5630.0502147217,True,poor,poor,0103000020E610000001000000050000000604F858EB9C43400F2AA02CD42F1BC06E2D52CC2D9D43407C796211102A1BC0AE421CDC8D9D43408EAD60B472291BC0823F2FD67E9D434020C9C568352F1BC00604F858EB9C43400F2AA02CD42F1BC0
1648,Skilled manual labour,High,Wealthy,Formal Residential,,1.0553574988,90,62,1.4516129032,0.0117261944,0.0170218951,938,888.798346591,True,wealthy,wealthy,0103000020E610000001000000060000002B3161539A9A4340B0DCD7A242D11AC0B06139E7369A43401A6209C632CC1AC04EDB40BC869A43401AE0B5B896C51AC08B885E9AA29B43400E752BD7EEC91AC048570B906E9B434066E0751F10D11AC02B3161539A9A4340B0DCD7A242D11AC0
1969,Commercial,High,Very Wealthy,Formal Residential,,0.2133707061,372,230,1.6173913043,0.0005735772,0.0009276987,270,1265.4033206484,True,wealthy,wealthy,0103000020E61000000100000007000000AEA51AA269A3434096A3D6F8963E1BC0F8FDE8C8D8A243404B3AAFB5253C1BC0E7374C3448A34340DF1AD82AC13A1BC083A74551BDA34340DF1AD82AC13A1BC0EFB0F536BBA3434003AD8FCE793D1BC01558F615A1A343409B69300E2F3E1BC0AEA51AA269A3434096A3D6F8963E1BC0
2009,Office services,High,Very Wealthy,Formal Residential,,1.5767418494,129,88,1.4659090909,0.012222805,0.017917521,382,242.2717454661,True,wealthy,wealthy,0103000020E61000000100000008000000B24289C239A54340DF2F3C0215291BC02A8D210D36A443406E658465F8271BC0247F8C249FA34340ED7312B7C7241BC0936D0EDF96A34340EDE38F1856231BC0DBAF45ACBEA34340F0EB1BE8E41E1BC0A284688E92A64340160C124C56241BC05E87166448A5434050A5AA96FC281BC0B24289C239A54340DF2F3C0215291BC0
1974,Skilled manual labour,High,Average,Industrial,,0.2211645377,18,11,1.6363636364,0.0122869188,0.0201058671,174,786.7445738795,,average,average,0103000020E61000000100000006000000FBBC3CCBFFA24340E993D084B4531BC0681CA4D5E1A243403411363CBD521BC03623B955F0A24340F8FDF6C30F501BC061D385C674A34340A59D5DE2064F1BC0083D9B559FA3434018265305A3521BC0FBBC3CCBFFA24340E993D084B4531BC0
1468,Unskilled manual labour,High,Average,Informal Peri-Urban ,,2.2642213103,497,327,1.5198776758,0.0045557773,0.0069242242,1314,580.331964032,,average,average,0103000020E610000001000000080000008F6997A7EC8F43407B8FF63A7F361BC0267D864ED48E434004059124ED2F1BC02A38DE85F18E4340DFC2A0E508271BC052C3ACBF418F4340D672695B2A251BC02786DE45C99043402F834EEA95261BC0505A3FC2D390434008AD04F005271BC0F53E7A38D9904340B1E16315F92B1BC08F6997A7EC8F43407B8FF63A7F361BC0
1726,Office services,High,Average,Administrative / Informal,,0.8162980903,757,547,1.3839122486,0.001078333,0.0014923183,1013,1240.968234511,True,average,average,0103000020E61000000100000008000000DF6233D44B9D43403BC30E81BE131BC0D7F232B3AA9C4340C97DE8E7F3121BC031721196929C43407E624D2025121BC0685705B0649C43406A2304AF440D1BC0CC57AEC26D9C434059F334E93C041BC05D237F52709C43409500519C00041BC0F8E6A4EAE89C43402065CA7FB8061BC0DF6233D44B9D43403BC30E81BE131BC0
1469,Unskilled manual labour,High,Average,Informal Peri-Urban ,,1.7931520776,665,480,1.3854166667,0.0026964693,0.0037357335,2879,1605.5526109746,,average,average,0103000020E610000001000000060000002786DE45C99043402F834EEA95261BC052C3ACBF418F4340D672695B2A251BC06B49B881488F43404E1CC439D11A1BC0B27017313E90434067EF361A63171BC019A26695C6904340D7560D0CFF1A1BC02786DE45C99043402F834EEA95261BC0
1966,Office services,High,Average,Informal Residential / Formal Residential,http://library.out.ac.tz/cgi-bin/koha/opac-detail.pl?biblionumber=8536,0.7350703591,577,423,1.3640661939,0.0012739521,0.001737755,1583,2153.535345927,True,average,average,0103000020E610000001000000070000005FE3E3FD54A34340F40916A1D2681BC0386447CBB5A24340540F7041DF641BC02F142BC1A6A24340C521507E44611BC03844F0766DA34340BE316B6F1B5F1BC0F677CA5CE8A34340ACCF3C9EF2621BC0EEAE9B39F2A3434061707071F7641BC05FE3E3FD54A34340F40916A1D2681BC0
1688,Commercial,High,Average,Industrial / Informal Residential,Good presentations Picture ,0.585300456,653,474,1.3776371308,0.0008963254,0.0012348111,818,1397.5728048993,True,average,average,0103000020E61000000100000008000000000BE2AE259C43406F9156BA1C331BC0425355FBAB9B4340D780D3C74E311BC00A8835D8979B434056E72A5710301BC001F2BCD8BA9B43406D921CEC722A1BC0983177F62E9C4340B20B80CD0D2A1BC017E62A06759C4340B13D3421092B1BC0572A55167B9C4340580D4BFCC1301BC0000BE2AE259C43406F9156BA1C331BC0
1507,Unskilled manual labour,High,Average,Informal Residential,,4.4773183802,1707,1261,1.3536875496,0.0026229165,0.0035506093,2633,588.0752219051,True,average,average,0103000020E61000000100000007000000D4B72B3694934340665CE07EEE941AC022CB5FCD89924340DB824DBA70921AC0FFAA6A0946924340C109D085087A1AC0E18E35E91893434001CBCD346D781AC02ADCBA50E594434011E89CCFF5821AC0994F3BA7AA934340C3C1EF2056941AC0D4B72B3694934340665CE07EEE941AC0
1523,Unskilled manual labour,High,Average,Informal Residential,,1.2239586231,604,437,1.3821510297,0.0020264216,0.0028008206,1865,1523.7443200958,True,average,average,0103000020E610000001000000060000001B6DF3AE18954340F6D07746A7261BC0157CAFFD5F9443402EF8C5AD2B261BC02C9BBAAEE293434074FC14E6EF1E1BC0E08D2B687695434090002F781E191BC0EA2F0CBC4695434030E5754C99251BC01B6DF3AE18954340F6D07746A7261BC0
1807,Commercial,High,Poor,Industrial / Informal Residential,,0.6684970459,1576,1135,1.3885462555,0.0004241733,0.0005889842,1554,2324.6176024396,True,poor,poor,0103000020E610000001000000070000004C931C9E489F43404042CF287D611BC08FF60BA9D49E4340B04457C1A15B1BC01F6F485F3E9F434060568B8FCB581BC03BBD661BAC9F434019F01E0252581BC06A365B88D59F434081B2BCCB0B591BC086B19C4406A043403A2C86216E5F1BC04C931C9E489F43404042CF287D611BC0
1792,Unskilled manual labour,Medium,Very Poor / Average,Informal Residential,,0.5712228961,1729,1253,1.3798882682,0.0003303776,0.0004558842,2407,4213.76666838,True,poor,poor,0103000020E6100000010000000A000000BF9D2637D39E4340B6AFC94D342A1BC0685F4FC4AD9E4340BC85B56734291BC0E4FCB140AE9E4340CE30C6ED15231BC014995196F79E434067265B101F211BC072EC96111D9F4340782E41A7E3201BC090866119549F43402633428DE9211BC09E9ADD55919F4340B0957523FC251BC03E644D0E629F4340AB3C2084D3281BC0302FC03E3A9F434028A9F6DE55291BC0BF9D2637D39E4340B6AFC94D342A1BC0
1705,Unskilled manual labour,Medium,Poor / Average,Military / Informal Peri-Urban / Formal Peri-Urban,https://academicarchive.snhu.edu/bitstream/handle/10474/383/sced2007lucas.pdf?sequence=1,2.0287263678,1712,1275,1.342745098,0.0011850037,0.0015911579,4736,2334.46958409,True,poor,poor,0103000020E61000000100000008000000E1A90FB1249D4340D078BBDB81941BC0607EDD3BB69A43402D1BE597998D1BC0017E5062E99B43406DD7A6FA41871BC0F241514E8F9C4340733751C502871BC03CCC937C559D4340BE3D6D014D8C1BC06D55230B969D4340DDDA015064911BC06CC737F0849D4340F172CD6503931BC0E1A90FB1249D4340D078BBDB81941BC0
1800,Unskilled manual labour,High,Very Poor,Informal Residential,,0.2153267378,863,609,1.4170771757,0.0002495095,0.0003535743,1287,5976.9632554674,True,poor,poor,0103000020E6100000010000000600000033A13A768C9F4340F4D23CBA942F1BC0302FC03E3A9F43402C4866C5B82E1BC0302FC03E3A9F434028A9F6DE55291BC03E644D0E629F4340AB3C2084D3281BC0929D565FC69F43405D47877E392E1BC033A13A768C9F4340F4D23CBA942F1BC0
1504,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,1.1309849611,227,156,1.4551282051,0.0049823126,0.0072499036,1438,1271.4581090434,,poor,poor,0103000020E61000000100000006000000DB4B0A74D5924340D149F1326A451BC03AC805ECBF92434013A8646B923B1BC0DD14BAD5429343405DC2618AAA381BC0688AB1AE119443405782D2F3B33A1BC0CD8815104B94434001F885AA133F1BC0DB4B0A74D5924340D149F1326A451BC0
1472,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,19.756741794,158,113,1.3982300885,0.1250426696,0.174838423,1653,83.6676420251,,poor,poor,0103000020E61000000100000009000000FC239126D28C4340AF23EAA7F7D71AC06BBD65331F8B434083FFBDAFF5C41AC0F2D0E6126C8E4340FF5CFC3F5AA11AC0E159CF0DC78E4340145E6392B5A11AC00DB35AE2CC9143401A3840BFEBB11AC0F85EC6A7F4914340116AE1F8AEB61AC0A514747B49914340E2E5B3F93DBD1AC00085F841A98E434053E5573FB6D61AC0FC239126D28C4340AF23EAA7F7D71AC0
1815,Unskilled manual labour,Medium,Poor / Average,Formal Residential / Informal Residential,,0.3349163249,2034,1510,1.3470198675,0.000164659,0.0002217989,1823,5443.1506160253,True,poor,poor,0103000020E610000001000000080000001FF1B8D7C19F43406CBBD5B725351BC0F8E088E85A9F4340F574D58C64331BC033A13A768C9F4340F4D23CBA942F1BC0929D565FC69F43405D47877E392E1BC0376E45C302A04340C4ADDE6E772E1BC0FAE60E1D24A04340EDE6FC53A9301BC08E4B690DF69F4340600B008898341BC01FF1B8D7C19F43406CBBD5B725351BC0
2022,Skilled manual labour,High,Wealthy,Formal Residential,,0.4158015247,335,147,2.2789115646,0.0012411986,0.0028285818,396,952.3774599871,True,wealthy,wealthy,0103000020E6100000010000000A00000002AE62A506A44340DB8C98E0123E1BC0EFB0F536BBA3434003AD8FCE793D1BC083A74551BDA34340DF1AD82AC13A1BC0D6307003C3A343402195E229BC371BC07E47B95ACDA343404DB523323F371BC092BA50A0F2A34340955840065C361BC0481B458A03A44340BC7796E767361BC088E4FDF38FA44340D2EFBF3FA4391BC02BF7A6BD5CA443409CBEC8F4023D1BC002AE62A506A44340DB8C98E0123E1BC0
1487,Unskilled manual labour,Medium,Average / Wealthy,Informal Peri-Urban ,,2.3489364364,518,379,1.3667546174,0.0045346263,0.0061977215,2161,919.9908377733,,wealthy,wealthy,0103000020E61000000100000007000000505A3FC2D390434008AD04F005271BC02786DE45C99043402F834EEA95261BC019A26695C6904340D7560D0CFF1A1BC03090328EB3924340562ADE2AE0161BC0404A147EEF924340676DECC1471C1BC0AFECCA889A9243402764507EF4231BC0505A3FC2D390434008AD04F005271BC0
1654,Unskilled manual labour,High,Wealthy,Education / Informal Residential,,1.4258521079,176,133,1.3233082707,0.0081014324,0.0107206925,507,355.5768492244,True,wealthy,wealthy,0103000020E6100000010000000A000000C8255BEFB49A4340B51AE59092111BC0AAAEE952979A43401FDC15D80D0A1BC0F09E40AF9B9B43403908F08144011BC00E2DEBDDEC9B4340D909D81E98001BC09BC8A38C309C4340F1BB7A62C4011BC0877B9BB26D9C43404CE39052B8031BC05D237F52709C43409500519C00041BC0CC57AEC26D9C434059F334E93C041BC01C6BE23D0F9B4340C08F36A214111BC0C8255BEFB49A4340B51AE59092111BC0
1769,Unskilled manual labour,High,Wealthy,Formal Residential,,0.3346526424,309,233,1.3261802575,0.0010830183,0.0014362774,735,2196.3071760497,True,wealthy,wealthy,0103000020E61000000100000006000000705820B91C9E4340DE23364CB6231BC00F4FA3FD1F9E4340B4E548462D1D1BC0999085522F9E434093BB6DFEA41C1BC014995196F79E434067265B101F211BC0E4FCB140AE9E4340CE30C6ED15231BC0705820B91C9E4340DE23364CB6231BC0
1833,Unskilled manual labour,High,Very Wealthy,Formal Residential,,0.4236559495,130,68,1.9117647059,0.0032588919,0.0062302346,559,1319.4668945054,True,wealthy,wealthy,0103000020E61000000100000006000000AD1D213782A04340FE6A88B1D2151BC0CA5350DEB29F43401DF4DE0E52121BC0B04B85FCC39F434009015B6E650F1BC0A49F8B1570A043405ED28094F40E1BC032EC04B2B9A0434020C3ACB6F3101BC0AD1D213782A04340FE6A88B1D2151BC0
1783,Skilled manual labour,High,Wealthy,Education / Formal Residential,,0.477316137,239,173,1.3815028902,0.0019971386,0.0027590528,332,695.5557842379,True,wealthy,wealthy,0103000020E610000001000000080000009D8FD531349E4340B79B766D081A1BC0FA6A185A2B9E4340C2D364618F191BC0016999984F9E4340E99185B019151BC0BBFCBCA6DD9E43409221A076B0131BC0DB8A4812519F4340698415E4F6151BC06BAB16C3519F43406F0AD0AA22161BC09ABB1524029F4340DE01A550C9191BC09D8FD531349E4340B79B766D081A1BC0
1633,Unskilled manual labour,Medium,Average / Wealthy,Formal Residential / Informal Residential,,0.9897636105,326,233,1.3991416309,0.0030360847,0.0042479125,1188,1200.2866012037,True,wealthy,wealthy,0103000020E61000000100000007000000BB4EEAD5F99A4340566B8E033AEA1AC05B07AE354B994340E5641F85C2E81AC036604FCA4499434039D75DADFFE61AC048D3054AE59A434053FB0E5931E11AC0BA23D22D2D9B4340E871F384C5E31AC04602093C359B43400ED7F1BAC1E61AC0BB4EEAD5F99A4340566B8E033AEA1AC0
