tower,income_adjusted,st_xmin,st_ymin,st_xmax,st_ymax
1448,poor,4352910.64729339,-758643.138695353,4354456.21221759,-756996.16941323
1446,poor,4351843.55670637,-756186.67774299,4354141.58323146,-754788.50990296
1455,poor,4353310.99652442,-760868.833938741,4355385.84869192,-758397.4770198
1454,poor,4350878.94744885,-737842.72028249,4355504.58517568,-732849.580516133
1534,poor,4358487.63250171,-742433.912916753,4360795.92815634,-740879.426018922
1601,poor,4362531.08552809,-771173.442674329,4364447.82132891,-768466.405227485
1813,poor,4368623.44869158,-760204.588149304,4369460.92385629,-759375.075502929
1541,wealthy,4359807.34937987,-758687.394382939,4361066.59852314,-757266.833919461
1977,wealthy,4372140.83042907,-761388.415957602,4372401.5658011,-761114.239021008
1514,wealthy,4356940.79365844,-746332.514060162,4359554.59216816,-743720.30053563
1542,average,4359555.98995504,-761379.45900267,4361345.82078168,-759519.35632634
1539,average,4359796.88941282,-771694.866785782,4361162.03459625,-769638.560627847
2077,average,4374574.49583444,-768227.738647499,4377960.09021732,-764347.677230713
1788,poor,4367132.58140406,-770280.571084899,4369298.53137152,-768702.464827781
1403,average,4347945.5637252,-755651.982499907,4351141.32584969,-752283.408069506
1412,average,4349106.18076514,-759512.613200621,4351759.42012012,-757133.198529012
1400,poor,4344431.62367397,-765574.903407664,4349886.42707587,-757287.339211743
1408,poor,4348630.19747186,-757346.305263565,4351835.797391,-754658.985780689
1866,wealthy,4369732.38138351,-755876.08877349,4370516.69571047,-754953.137572921
1861,poor,4369359.84114932,-769129.686819981,4370802.37344141,-767834.726794678
1857,poor,4369561.83210451,-766999.897180388,4370329.58888217,-766001.092126169
1650,wealthy,4364028.78906098,-749351.44170438,4365746.07653807,-748012.846524522
1855,wealthy,4369550.42335224,-757573.155186482,4370337.62798158,-756863.669100536
1931,poor,4370995.17900849,-763138.964656313,4371899.53185808,-762208.918873251
1756,poor,4366428.63528028,-777091.982644448,4369421.55998432,-774013.157846712
1597,average,4362658.49032242,-764484.866008568,4364086.30299105,-763162.523230337
1592,average,4361879.94011771,-746139.446875292,4363693.61656052,-744236.693420459
1599,average,4362997.11081919,-757777.827861895,4363759.15756357,-756757.799039247
1616,wealthy,4362757.02183594,-748933.672451387,4364596.18797315,-747480.370338287
1883,wealthy,4370302.21426351,-759512.716834538,4370931.45058253,-758738.21327039
1444,average,4351696.69195046,-755253.327165659,4355087.37701812,-752168.8194237
1649,average,4364559.37681208,-758130.849293237,4365146.33833468,-757286.453824784
1594,average,4360984.43623555,-753866.970293784,4363925.38868899,-751865.144228701
1713,poor,4365469.04770808,-753344.209757781,4366650.17920505,-751538.257377899
1957,poor,4371894.91004465,-767010.477610657,4372050.18041021,-766266.783291965
1988,poor,4372101.34209217,-766661.285117162,4372816.7785424,-766052.221043358
1693,poor,4365055.55005547,-752421.632791134,4366392.7828851,-751040.209138581
1591,poor,4362332.89431198,-744250.19054248,4363853.42577987,-742604.740255711
1837,poor,4369256.21959575,-759133.527668594,4369922.67357441,-758477.955565277
2081,poor,4375465.8693056,-778765.878349146,4381365.84477108,-772480.756902325
1384,poor,4342625.81546852,-766137.501177567,4345337.50447518,-754995.522233028
1436,poor,4351684.88867559,-763357.946870691,4354411.84236073,-759760.157238834
2041,wealthy,4373083.80698394,-759896.751505597,4373656.3931518,-759455.31031222
1939,average,4371188.39968874,-756387.613228227,4372013.56992869,-755514.714130412
1538,average,4358879.31614395,-743948.811254591,4360896.45765816,-742289.476184126
1603,average,4362891.62230403,-766000.998827196,4364305.28097294,-764705.070563855
1497,average,4354311.93655597,-744604.173403402,4359023.85308561,-741158.670095532
1547,poor,4360255.50641296,-768925.146087985,4361461.28233465,-767862.732226253
1827,poor,4369038.73075774,-766883.961401135,4369426.38001221,-765916.200256037
1606,poor,4363314.33125736,-758220.385694384,4364140.27389158,-757510.813127167
1695,wealthy,4365317.19967875,-748692.260966622,4367245.52415765,-746986.766910011
1709,wealthy,4365773.97613474,-756496.032890598,4366622.2140071,-755725.241547443
1676,wealthy,4364769.50133348,-750060.705542588,4366163.79573486,-748568.830011948
1680,wealthy,4365408.37502706,-757429.021630558,4365960.26337076,-756847.018359463
1610,wealthy,4363046.04096305,-747607.687564199,4364529.63565517,-746267.51815118
1608,wealthy,4363223.15543858,-763872.873961228,4364115.4080324,-762786.208413858
1589,wealthy,4360962.58596544,-755301.140553272,4363564.9050397,-753541.888668063
1602,wealthy,4363125.09667752,-754819.401530978,4364064.64876619,-753310.777786881
1659,poor,4364344.2391103,-771203.019276021,4366093.73631912,-768824.98632352
1785,poor,4367758.17596484,-760763.861979679,4368502.65487212,-760051.095939575
1456,poor,4353516.83087484,-757424.036355526,4354751.71367937,-755852.370672736
1672,average,4364928.87504217,-761417.18322385,4365802.74210654,-760663.083879727
1669,average,4364920.52800143,-763018.602667452,4365824.53258537,-761954.507438807
1666,average,4364683.09287072,-760837.551149761,4366020.57370893,-759808.081965731
1671,average,4364980.11294933,-759815.376842376,4365984.12149209,-758548.712414743
1556,average,4360883.99392111,-743761.58633537,4362359.85361727,-742463.741594703
1569,average,4361313.42521828,-765034.804563228,4362794.97858185,-763366.87180448
1567,average,4361636.61607544,-768711.098926011,4363465.33427456,-767302.014264015
1587,average,4360690.96650015,-774773.876715071,4364719.90192226,-772198.806654957
1656,wealthy,4364644.10670062,-745606.009660831,4366647.46791677,-744076.278369508
1681,wealthy,4365125.89215053,-756901.281023309,4366283.92557063,-756056.917491226
1663,wealthy,4364367.91276276,-747232.409108277,4366038.36465325,-745555.384346984
1662,wealthy,4364793.42317578,-758412.529501121,4365576.35164365,-757614.495106295
1658,wealthy,4364722.65647704,-757642.246408012,4365471.20778281,-757055.81550745
1675,poor,4364910.03009451,-764727.603222106,4366170.73502445,-763543.840258357
1657,wealthy,4364670.66355273,-762057.906884356,4365463.98676563,-761089.335947711
1682,wealthy,4365438.43894945,-757797.812792316,4365984.77583696,-757227.454254393
1573,wealthy,4360642.96433001,-756136.148193499,4363376.91202772,-754145.69576348
1584,wealthy,4362293.45981478,-757098.416953923,4363371.35483708,-755804.627646531
1661,wealthy,4364253.85772016,-756316.684328956,4365556.25918024,-755020.595711048
1678,wealthy,4364920.65434153,-751810.856218704,4366036.07014296,-750387.475377729
1665,poor,4363941.79908728,-768719.352447762,4365734.44858338,-766416.132001822
1677,poor,4363550.54216382,-781189.94793349,4370227.66811617,-776682.501663866
1668,poor,4363887.34422452,-776685.348576093,4366455.71633669,-773165.435556655
1704,wealthy,4365814.47431043,-751066.569954382,4367014.67743456,-749988.681322926
1725,average,4366359.98353918,-752201.191351406,4367243.83471357,-751430.746733884
1772,average,4367527.90376149,-760290.629772311,4368326.48063226,-759407.966238201
1982,poor,4371953.09507848,-770040.393507357,4372775.50623949,-768812.960900852
2038,wealthy,4372861.02385796,-755564.146864096,4387808.09082382,-749965.433564855
1826,wealthy,4369181.39360409,-756654.752689905,4369638.92503999,-755899.670400395
1858,wealthy,4369457.78042661,-760029.808521559,4370213.82854134,-759381.048692211
1488,wealthy,4356094.46447769,-758160.342827378,4357851.85886127,-757086.878235585
1559,wealthy,4360697.78462601,-757296.087683696,4362129.78390063,-755142.391666446
1564,poor,4361190.74206393,-759936.455130037,4363078.36856663,-758594.881877104
1784,wealthy,4367455.22615214,-753696.684195324,4370062.83494239,-751415.076265544
1588,poor,4361895.40793927,-762410.780953108,4363525.67709782,-760990.508720641
1498,wealthy,4356112.4893346,-738487.499361009,4372786.20041515,-718968.89820529
2031,wealthy,4372967.32590969,-761089.482241557,4373432.14656646,-760654.873876093
2117,wealthy,4388391.85104598,-774474.851052041,4420250.67100091,-744146.704437771
1632,wealthy,4363876.04608517,-754251.386707852,4365470.48787704,-753195.394371695
1586,poor,4362534.18569996,-758165.842211885,4363331.78273809,-757082.014586754
1558,poor,4360533.31988022,-772181.635122563,4362620.49237768,-769941.238852279
1691,wealthy,4365448.96866113,-762750.900691907,4366484.88443723,-761779.989110186
1781,poor,4367437.98186255,-766183.921983118,4368558.21658276,-765207.059401964
1971,wealthy,4371908.93666559,-757633.448247792,4372439.70421571,-757019.140347984
1942,wealthy,4371483.90600505,-761768.738165808,4371847.21593862,-761268.555631809
1910,poor,4370306.90601436,-771621.247307774,4371563.611562,-770806.586531896
1916,poor,4370860.56402421,-767026.184596896,4371580.0150488,-766244.105739505
1899,poor,4370321.45257746,-772223.386649588,4371231.11067391,-771267.180040477
1911,poor,4370612.63602045,-770850.113179219,4371791.83757474,-770103.382804404
1912,wealthy,4370609.56969019,-764573.366438633,4371646.97168234,-763419.61473163
1906,wealthy,4370402.44474898,-755981.834163144,4371273.14393553,-755544.435880402
1905,wealthy,4370565.06066126,-756686.451755108,4371295.32235264,-755981.834163144
1897,average,4370416.3034694,-758867.496762411,4370891.50827147,-758220.206941508
1900,wealthy,4370542.35790741,-758262.521735629,4371203.87136422,-757583.876697245
1918,wealthy,4370881.38314768,-756873.273241478,4371819.66657055,-756155.325491276
1898,wealthy,4370395.64757936,-760395.707860013,4371175.57788653,-759555.544660654
1920,wealthy,4370876.8641732,-765677.788760343,4372068.2170033,-765058.788851555
1914,wealthy,4370817.25313417,-765373.95596953,4371495.77600551,-764565.282496898
1904,wealthy,4370504.97038755,-755580.149711361,4371214.26439579,-755042.312513511
1896,average,4370335.16323508,-757592.15441331,4371084.83797806,-756819.080359505
1917,average,4370865.93911897,-762418.198848579,4371519.18643912,-761633.706190531
1901,average,4370392.80546944,-770512.677370166,4371249.33682827,-769416.211834493
1907,average,4370635.56752643,-766354.339623389,4371173.0793238,-765552.356149199
1921,average,4370976.22000127,-757410.599078004,4371707.62318816,-756753.777557251
1915,poor,4370794.91305078,-759668.315900244,4371658.17371107,-758551.670657419
1913,poor,4370427.84005067,-769464.574755794,4371817.02927147,-768054.764737717
1903,poor,4370490.00755374,-767945.671116352,4371270.38761414,-766812.480602865
1620,average,4362812.33426081,-750413.963436657,4364850.85389839,-748836.283003194
1747,wealthy,4366948.06674202,-756562.967854258,4367727.96237366,-755790.864955815
1706,wealthy,4365941.65698558,-757382.89234219,4366428.76647427,-756679.173237807
1545,average,4359507.40041827,-765181.312739997,4361499.20843645,-763204.322456796
1544,average,4359963.79443536,-757589.099209306,4361296.60561534,-755089.763147499
1546,average,4359876.29868927,-759671.884334732,4361521.04167924,-758064.181084342
1580,average,4361804.61351524,-768459.988851149,4363987.85047545,-766852.306885765
1543,poor,4359908.37019682,-767591.587288484,4360997.34717433,-765972.809572813
1623,poor,4363162.0182322,-773246.820377675,4365013.43085086,-770647.67136747
1551,poor,4360725.9630457,-768458.32254413,4361761.06411186,-767365.031508916
1773,poor,4367615.25609759,-758684.884115604,4368248.82380718,-758098.167319711
1764,wealthy,4366183.944662,-754381.902417301,4368243.52290721,-752929.342860147
1655,wealthy,4364117.81012625,-744151.916267175,4374508.19179939,-738973.55364034
1748,poor,4366621.80262008,-761225.043283609,4367775.95859454,-760277.750249165
1814,poor,4368295.15888259,-773570.388389751,4369549.45643078,-772420.650199549
1817,wealthy,4368883.83348319,-762899.448296284,4369666.33543344,-762049.175065444
1888,average,4370226.96810713,-765602.855673909,4370934.08855056,-764645.551265333
1890,poor,4370286.65585624,-760985.778489345,4371230.90307938,-760341.579159367
1887,poor,4369286.85582155,-777914.61115968,4371461.22055668,-773842.678481815
1889,wealthy,4370415.77741414,-755452.233175012,4371065.34655511,-754766.144563756
1895,wealthy,4370177.48915244,-763592.578509289,4371252.19620314,-762534.963469713
1485,average,4356494.39476674,-748680.776505647,4357652.19589354,-745125.452186905
2007,poor,4372251.98109099,-772233.552843105,4373915.25907249,-771109.166328312
1996,poor,4371811.22366674,-771398.147734304,4372990.77796575,-770249.443458293
2001,poor,4371992.04932392,-773645.277406517,4374068.49494117,-772065.326147828
2005,wealthy,4372416.07617235,-761887.920359956,4372843.56362116,-761409.766909309
1997,wealthy,4372362.73244537,-761502.006951968,4372625.21932822,-761180.845260664
1998,wealthy,4371828.53819838,-754168.066040484,4373214.31415364,-753299.44057855
2003,wealthy,4372059.04677247,-758383.590011868,4373834.65327353,-757526.457952442
2006,poor,4372270.93749067,-763983.581217459,4373164.59149347,-762958.903535982
1985,average,4371898.36402313,-762754.713469732,4372770.97411309,-762197.707342699
1984,wealthy,4372126.55897618,-755591.137659677,4372648.5673994,-754764.434084708
